Landsat Scene Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,Date Acquired,Start Time,Stop Time,Image Quality VCID 1,Image Quality VCID 2,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Full Aperture Calibration,Gain Band 1,Gain Band 2,Gain Band 3,Gain Band 4,Gain Band 5,Gain Band 6 VCID 1,Gain Band 6 VCID 2,Gain Band 7,Gain Band 8,Browse Exists,Data Category,Gap Phase Source,Gap Phase Statistic,Gain Change Band 1,Gain Change Band 2,Gain Change Band 3,Gain Change Band 4,Gain Change Band 5,Gain Change Band 6 VCID 1,Gain Change Band 6 VCID 2,Gain Change Band 7,Gain Change Band 8,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Date Acquired Gap Fill,Gap Fill,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Map Projection L1,Datum,Ellipsoid,UTM Zone,Vertical Longitude from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scan Gap Interpolation,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LE70370252013257EDC00,BUMPER,EDC,DAY, 037, 025,2013/09/14,2013:257:17:54:39.3061250,2013:257:17:55:06.0599999, 9, 9,   0.00,   0.00,   0.00,   0.00,   0.00,40.76351929,157.51335144,50°16'22.91"N,106°44'32.50"W,51°15'05.87"N,107°44'15.43"W,50°51'37.33"N,105°04'10.96"W,49°39'44.89"N,108°22'23.30"W,49°17'02.94"N,105°47'20.47"W,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,5.071886,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25588   (51°15'21.17"N),-108.58878  (108°35'19.61"W), 51.31091   (51°18'39.28"N),-104.98135  (104°58'52.86"W), 49.22533   (49°13'31.19"N),-108.43930   (108°26'21.48"W), 49.27656   (49°16'35.62"N),-104.98213   (104°58'55.67"W),15081,16781,7541,8391,7541,8391,,,53,7.78,3.149,7.114,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27303,-106.74236,51.25163,-107.73762,50.86037,-105.06971,49.66247,-108.37314,49.28415,-105.78902,LE70370252013257EDC00,LE70370252013257EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252013257EDC00
LE70380252013248EDC00,BUMPER,EDC,DAY, 038, 025,2013/09/05,2013:248:18:00:44.1339374,2013:248:18:01:10.8878749, 9, 9,   0.00,   0.00,   0.00,   0.00,   0.00,43.85363388,155.28642273,50°16'21.58"N,108°16'58.37"W,51°15'00.72"N,109°16'47.68"W,50°51'31.61"N,106°36'41.51"W,49°39'40.25"N,109°54'54.36"W,49°16'57.32"N,107°19'50.05"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-14.798102,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.27956   (51°16'46.42"N),-109.98776  (109°59'15.94"W), 51.19726   (51°11'50.14"N),-106.49789  (106°29'52.40"W), 49.33454   (49°20'04.34"N),-110.02823   (110°01'41.63"W), 49.25770   (49°15'27.72"N),-106.67723   (106°40'38.03"W),14421,16261,7211,8131,7211,8131,,,102,4.943,3.268,3.708,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27266,-108.28288,51.2502,-109.27991,50.85878,-106.61153,49.66118,-109.9151,49.28259,-107.33057,LE70380252013248EDC00,LE70380252013248EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252013248EDC00
LE70370252013241EDC00,BUMPER,EDC,DAY, 037, 025,2013/08/29,2013:241:17:54:27.3614375,2013:241:17:54:54.1153750, 9, 9,   0.00,   0.00,   0.00,   0.00,   0.00,46.1485405,153.4979248,50°16'22.62"N,106°43'54.08"W,51°15'04.79"N,107°43'43.75"W,50°51'35.78"N,105°03'35.32"W,49°39'43.81"N,108°21'50.51"W,49°17'00.71"N,105°46'44.15"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-6.421787,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25319   (51°15'11.48"N),-108.58857  (108°35'18.85"W), 51.30821   (51°18'29.56"N),-104.98135  (104°58'52.86"W), 49.23072   (49°13'50.59"N),-108.43967   (108°26'22.81"W), 49.28195   (49°16'55.02"N),-104.98213   (104°58'55.67"W),15021,16781,7511,8391,7511,8391,,,40,5.364,3.473,4.088,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27295,-106.73169,51.25133,-107.72882,50.85994,-105.05981,49.66217,-108.36403,49.28353,-105.77893,LE70370252013241EDC00,LE70370252013241EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252013241EDC00
LE70380252013232EDC00,BUMPER,EDC,DAY, 038, 025,2013/08/20,2013:232:18:00:32.3908125,2013:232:18:00:59.1447499, 9, 9,  18.52,  28.57,  38.92,   2.59,   4.00,48.9188118,151.21958923,50°16'20.42"N,108°16'32.52"W,51°15'12.46"N,109°16'18.91"W,50°51'42.30"N,106°36'08.89"W,49°39'52.52"N,109°54'24.52"W,49°17'08.81"N,107°19'16.36"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,1.038774,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.28218   (51°16'55.85"N),-109.97910  (109°58'44.76"W), 51.19979   (51°11'59.24"N),-106.49335  (106°29'36.06"W), 49.33717   (49°20'13.81"N),-110.01992   (110°01'11.71"W), 49.26023   (49°15'36.83"N),-106.67288   (106°40'22.37"W),14421,16241,7211,8121,7211,8121,,,56,5.255,3.263,4.119,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27234,-108.2757,51.25346,-109.27192,50.86175,-106.60247,49.66459,-109.90681,49.28578,-107.32121,LE70380252013232EDC00,LE70380252013232EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252013232EDC00
LE70370252013225EDC00,BUMPER,EDC,DAY, 037, 025,2013/08/13,2013:225:17:54:16.0971250,2013:225:17:54:42.8509999, 9, 9,  32.29,  57.07,  47.19,   0.27,  24.64,50.91151428,149.52172852,50°16'20.57"N,106°43'44.11"W,51°15'11.12"N,107°43'34.57"W,50°51'41.15"N,105°03'23.26"W,49°39'51.05"N,108°21'35.06"W,49°17'07.26"N,105°46'25.68"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-.126795,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25601   (51°15'21.64"N),-108.58449  (108°35'04.16"W), 51.31091   (51°18'39.28"N),-104.97704  (104°58'37.34"W), 49.23354   (49°14'00.74"N),-108.43574   (108°26'08.66"W), 49.28465   (49°17'04.74"N),-104.97800   (104°58'40.80"W),15021,16781,7511,8391,7511,8391,,,23,5.84,2.494,5.281,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27238,-106.72892,51.25309,-107.72627,50.86143,-105.05646,49.66418,-108.35974,49.28535,-105.7738,LE70370252013225EDC00,LE70370252013225EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252013225EDC00
LE70380252013216EDC00,BUMPER,EDC,DAY, 038, 025,2013/08/04,2013:216:18:00:26.6810624,2013:216:18:00:53.4349999, 9, 9,  37.51,  29.48,  53.09,  31.20,  36.26,53.21052933,147.49110413,50°16'47.57"N,108°20'26.95"W,51°15'37.01"N,109°20'20.40"W,50°52'13.94"N,106°40'03.90"W,49°40'15.20"N,109°58'17.98"W,49°17'37.90"N,107°23'03.98"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-6.533282,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.28812   (51°17'17.23"N),-110.04350  (110°02'36.60"W), 51.20763   (51°12'27.47"N),-106.55705  (106°33'25.38"W), 49.34577   (49°20'44.77"N),-110.08170   (110°04'54.12"W), 49.27060   (49°16'14.16"N),-106.73386   (106°44'01.90"W),14401,16241,7201,8121,7201,8121,,,31,8.233,5.292,6.307,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27988,-108.34082,51.26028,-109.339,50.87054,-106.66775,49.67089,-109.97166,49.29386,-107.38444,LE70380252013216EDC00,LE70380252013216EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252013216EDC00
LE70370252013209EDC00,BUMPER,EDC,DAY, 037, 025,2013/07/28,2013:209:17:54:16.8996875,2013:209:17:54:43.6536250, 9, 9,  31.38,  15.46,  53.50,  27.33,  29.24,54.8196106,146.23876953,50°16'48.58"N,106°47'09.67"W,51°15'26.64"N,107°47'09.56"W,50°52'04.33"N,105°06'54.79"W,49°40'05.59"N,108°25'01.02"W,49°17'28.79"N,105°49'48.65"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-11.077924,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25967   (51°15'34.81"N),-108.64069  (108°38'26.48"W), 51.31630   (51°18'58.68"N),-105.03731  (105°02'14.32"W), 49.23732   (49°14'14.35"N),-108.48960   (108°29'22.56"W), 49.29004   (49°17'24.14"N),-105.03576   (105°02'08.74"W),15021,16761,7511,8381,7511,8381,,,28,5.885,3.325,4.856,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.28016,-106.78602,51.2574,-107.78599,50.86787,-105.11522,49.66822,-108.41695,49.29133,-105.83018,LE70370252013209EDC00,LE70370252013209EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252013209EDC00
LE70380252013200EDC00,BUMPER,EDC,DAY, 038, 025,2013/07/19,2013:200:18:00:32.7053749,2013:200:18:00:59.4593125, 9, 9,  18.12,  34.54,  31.58,   0.86,   5.51,56.59001923,145.03300476,50°16'46.70"N,108°19'55.02"W,51°15'33.16"N,109°19'46.96"W,50°52'10.34"N,106°39'33.44"W,49°40'10.99"N,109°57'46.48"W,49°17'33.90"N,107°22'35.26"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,10.162622,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.29067   (51°17'26.41"N),-110.02624  (110°01'34.46"W), 51.20950   (51°12'34.20"N),-106.53538  (106°32'07.37"W), 49.33754   (49°20'15.14"N),-110.06534   (110°03'55.22"W), 49.26177   (49°15'42.37"N),-106.71400   (106°42'50.40"W),14481,16261,7241,8131,7241,8131,,,75,6.992,4.117,5.651,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27964,-108.33195,51.25921,-109.32971,50.86954,-106.65929,49.66972,-109.96291,49.29275,-107.37646,LE70380252013200EDC00,LE70380252013200EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252013200EDC00
LE70370252013193EDC00,BUMPER,EDC,DAY, 037, 025,2013/07/12,2013:193:17:54:24.3875000,2013:193:17:54:51.1413749, 9, 9,  27.71,  12.07,  41.41,  24.24,  33.12,57.71124649,144.45741272,50°16'46.63"N,106°47'03.91"W,51°15'23.29"N,107°47'00.67"W,50°52'00.98"N,105°06'49.21"W,49°40'00.34"N,108°24'57.24"W,49°17'23.86"N,105°49'47.96"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-15.766758,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25698   (51°15'25.13"N),-108.64047  (108°38'25.69"W), 51.31360   (51°18'48.96"N),-105.03300  (105°01'58.80"W), 49.23463   (49°14'04.67"N),-108.48941   (108°29'21.88"W), 49.28735   (49°17'14.46"N),-105.03163   (105°01'53.87"W),15021,16781,7511,8391,7511,8391,,,31,4.689,3.271,3.36,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27962,-106.78442,51.25647,-107.78352,50.86694,-105.11367,49.66676,-108.4159,49.28996,-105.82999,LE70370252013193EDC00,LE70370252013193EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252013193EDC00
LE70380252013184EDC00,BUMPER,EDC,DAY, 038, 025,2013/07/03,2013:184:18:00:41.0399374,2013:184:18:01:07.7939374, 9, 9,   5.80,   9.74,   3.67,   9.10,   0.70,58.78741837,144.23989868,50°16'45.95"N,108°20'08.12"W,51°15'29.74"N,109°19'58.04"W,50°52'07.14"N,106°39'50.00"W,49°40'08.62"N,109°57'51.37"W,49°17'32.28"N,107°22'45.12"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-10.339923,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.28539   (51°17'07.40"N),-110.03926  (110°02'21.34"W), 51.20478   (51°12'17.21"N),-106.55302  (106°33'10.87"W), 49.34304   (49°20'34.94"N),-110.07762   (110°04'39.43"W), 49.26776   (49°16'03.94"N),-106.72998   (106°43'47.93"W),14401,16241,7201,8121,7201,8121,,,77,7.435,3.87,6.348,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27943,-108.33559,51.25826,-109.33279,50.86865,-106.66389,49.66906,-109.96427,49.2923,-107.3792,LE70380252013184EDC00,LE70380252013184EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252013184EDC00
LE70370252013177EDC00,BUMPER,EDC,DAY, 037, 025,2013/06/26,2013:177:17:54:35.2951250,2013:177:17:55:02.0490624, 9, 9,  16.60,  35.01,   4.47,  12.78,  14.14,59.31377411,144.47343445,50°16'46.70"N,106°47'56.40"W,51°15'30.31"N,107°47'48.26"W,50°52'08.40"N,105°07'41.74"W,49°40'07.00"N,108°25'45.37"W,49°17'30.91"N,105°50'40.92"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-15.313538,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25927   (51°15'33.37"N),-108.65356  (108°39'12.82"W), 51.31629   (51°18'58.64"N),-105.05022  (105°03'00.79"W), 49.23695   (49°14'13.02"N),-108.50194   (108°30'06.98"W), 49.29004   (49°17'24.14"N),-105.04813   (105°02'53.27"W),15021,16761,7511,8381,7511,8381,,,27,4.942,2.692,4.144,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27964,-106.799,51.25842,-107.79674,50.869,-105.12826,49.66861,-108.42927,49.29192,-105.8447,LE70370252013177EDC00,LE70370252013177EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252013177EDC00
LE70380252013168EDC00,BUMPER,EDC,DAY, 038, 025,2013/06/17,2013:168:18:00:50.4017499,2013:168:18:01:17.1557500, 9, 9,  30.24,  24.27,  61.67,  10.38,  24.63,59.55544662,145.23928833,50°16'45.62"N,108°20'47.08"W,51°15'34.34"N,109°20'33.29"W,50°52'12.50"N,106°40'28.24"W,49°40'11.57"N,109°58'32.92"W,49°17'35.77"N,107°23'29.87"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-12.149754,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.28815   (51°17'17.34"N),-110.04780  (110°02'52.08"W), 51.20795   (51°12'28.62"N),-106.56561  (106°33'56.20"W), 49.34310   (49°20'35.16"N),-110.08588   (110°05'09.17"W), 49.26822   (49°16'05.59"N),-106.74231   (106°44'32.32"W),14421,16221,7211,8111,7211,8111,,,30,7.436,5.007,5.498,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27934,-108.34641,51.25954,-109.34258,50.87014,-106.67451,49.66988,-109.97581,49.29327,-107.39163,LE70380252013168EDC00,LE70380252013168EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252013168EDC00
LE70370252013161EDC00,BUMPER,EDC,DAY, 037, 025,2013/06/10,2013:161:17:54:41.4034999,2013:161:17:55:08.1575000, 9, 9,  23.48,  15.84,  21.03,  19.07,  37.99,59.38456345,146.12667847,50°16'45.48"N,106°47'46.43"W,51°15'28.26"N,107°47'37.61"W,50°52'06.31"N,105°07'33.53"W,49°40'05.74"N,108°25'33.02"W,49°17'30.01"N,105°50'30.84"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,.403831,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.26236   (51°15'44.50"N),-108.64090  (108°38'27.24"W), 51.31900   (51°19'08.40"N),-105.03731  (105°02'14.32"W), 49.23193   (49°13'54.95"N),-108.48922   (108°29'21.19"W), 49.28465   (49°17'04.74"N),-105.03575   (105°02'08.70"W),15081,16761,7541,8381,7541,8381,,,23,4.69,3.195,3.433,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.2793,-106.79623,51.25785,-107.79378,50.86842,-105.12598,49.66826,-108.42584,49.29167,-105.8419,LE70370252013161EDC00,LE70370252013161EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252013161EDC00
LE70380252013152EDC00,BUMPER,EDC,DAY, 038, 025,2013/06/01,2013:152:18:00:55.5453125,2013:152:18:01:22.2992500, 9, 9,  84.01,  96.11,  70.41,  82.95,  86.57,58.68615723,147.49649048,50°16'44.98"N,108°20'24.11"W,51°15'22.79"N,109°20'13.96"W,50°52'01.13"N,106°40'10.99"W,49°40'02.24"N,109°58'11.60"W,49°17'26.63"N,107°23'10.50"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-3.664861,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.28805   (51°17'16.98"N),-110.03490  (110°02'05.64"W), 51.20730   (51°12'26.28"N),-106.54848  (106°32'54.53"W), 49.33761   (49°20'15.40"N),-110.07360   (110°04'24.96"W), 49.26223   (49°15'44.03"N),-106.72633   (106°43'34.79"W),14461,16241,7231,8121,7231,8121,,,32,5.87,4.443,3.836,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27916,-108.34003,51.25633,-109.33721,50.86698,-106.66972,49.66729,-109.96989,49.29073,-107.38625,LE70380252013152EDC00,LE70380252013152EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252013152EDC00
LE70370252013145EDC00,BUMPER,EDC,DAY, 037, 025,2013/05/25,2013:145:17:54:49.8486249,2013:145:17:55:16.6025625, 9, 9,  56.87,  79.15,  31.66,  43.49,  73.18,57.76889801,148.63661194,50°16'43.39"N,106°48'12.96"W,51°15'28.51"N,107°48'04.54"W,50°52'06.64"N,105°07'59.88"W,49°40'04.73"N,108°25'58.51"W,49°17'28.21"N,105°50'56.33"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,12.902611,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25913   (51°15'32.87"N),-108.65785  (108°39'28.26"W), 51.31629   (51°18'58.64"N),-105.05453  (105°03'16.31"W), 49.23682   (49°14'12.55"N),-108.50605   (108°30'21.78"W), 49.29004   (49°17'24.14"N),-105.05226   (105°03'08.14"W),15021,16761,7511,8381,7511,8381,,,17,4.591,2.279,3.985,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27872,-106.8036,51.25792,-107.80126,50.86851,-105.1333,49.66798,-108.43292,49.29117,-105.84898,LE70370252013145EDC00,LE70370252013145EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252013145EDC00
LE70380252013136EDC00,BUMPER,EDC,DAY, 038, 025,2013/05/16,2013:136:18:01:03.8780624,2013:136:18:01:30.6319999, 9, 9,  64.80,  80.05,  42.94,  77.53,  58.68,56.1232338,150.05310059,50°16'45.08"N,108°20'58.70"W,51°15'34.96"N,109°20'48.19"W,50°52'12.50"N,106°40'40.76"W,49°40'13.55"N,109°58'43.03"W,49°17'37.36"N,107°23'37.79"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,4.066096,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.29082   (51°17'26.95"N),-110.04344  (110°02'36.38"W), 51.21032   (51°12'37.15"N),-106.55679  (106°33'24.44"W), 49.34037   (49°20'25.33"N),-110.08180   (110°04'54.48"W), 49.26522   (49°15'54.79"N),-106.73432   (106°44'03.55"W),14461,16241,7231,8121,7231,8121,,,25,6.026,3.694,4.761,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27919,-108.34964,51.25971,-109.34672,50.87014,-106.67799,49.67043,-109.97862,49.29371,-107.39383,LE70380252013136EDC00,LE70380252013136EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252013136EDC00
LE70370252013129EDC00,BUMPER,EDC,DAY, 037, 025,2013/05/09,2013:129:17:54:52.7576874,2013:129:17:55:19.5116250, 9, 9,   0.13,   0.01,   0.08,   0.03,   0.39,54.50294876,151.05531311,50°16'43.86"N,106°47'27.92"W,51°15'34.13"N,107°47'15.68"W,50°52'11.06"N,105°07'06.20"W,49°40'12.14"N,108°25'18.59"W,49°17'35.34"N,105°50'11.33"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-6.322247,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.26223   (51°15'44.03"N),-108.64519  (108°38'42.68"W), 51.31899   (51°19'08.36"N),-105.04161  (105°02'29.80"W), 49.23989   (49°14'23.60"N),-108.49390   (108°29'38.04"W), 49.29274   (49°17'33.86"N),-105.03988   (105°02'23.57"W),15021,16761,7511,8381,7511,8381,,,37,5.126,2.899,4.227,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27885,-106.79109,51.25948,-107.78769,50.86974,-105.11839,49.67004,-108.42183,49.29315,-105.83648,LE70370252013129EDC00,LE70370252013129EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252013129EDC00
LE70370252013113EDC00,BUMPER,EDC,DAY, 037, 025,2013/04/23,2013:113:17:54:54.6835000,2013:113:17:55:21.4373749, 9, 9,  24.94,  28.64,   8.81,  32.94,  29.36,49.83336258,152.84776306,50°16'41.92"N,106°46'35.69"W,51°15'32.36"N,107°46'24.60"W,50°52'08.58"N,105°06'11.81"W,49°40'05.99"N,108°24'24.55"W,49°17'28.46"N,105°49'14.27"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,15.598108,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.26303   (51°15'46.91"N),-108.61945  (108°37'10.02"W), 51.31900   (51°19'08.40"N),-105.01578  (105°00'56.81"W), 49.23255   (49°13'57.18"N),-108.46865   (108°28'07.14"W), 49.28465   (49°17'04.74"N),-105.01513   (105°00'54.47"W),15081,16761,7541,8381,7541,8381,,,13,5.978,2.855,5.252,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27831,-106.77658,51.25899,-107.7735,50.86905,-105.10328,49.66833,-108.40682,49.29124,-105.82063,LE70370252013113EDC00,LE70370252013113EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252013113EDC00
LE70380252013088EDC00,BUMPER,EDC,DAY, 038, 025,2013/03/29,2013:088:18:01:14.0101875,2013:088:18:01:40.7640625, 9, 9,   6.12,   5.55,   1.65,  16.45,   0.83,40.65777969,154.47790527,50°16'42.06"N,108°19'32.41"W,51°15'26.24"N,109°19'26.47"W,50°52'02.06"N,106°39'13.28"W,49°40'05.48"N,109°57'25.74"W,49°17'28.10"N,107°22'14.34"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,6.848588,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.28794   (51°17'16.58"N),-110.02199  (110°01'19.16"W), 51.20665   (51°12'23.94"N),-106.53136  (106°31'52.90"W), 49.33751   (49°20'15.04"N),-110.06121   (110°03'40.36"W), 49.26162   (49°15'41.83"N),-106.70988   (106°42'35.57"W),14461,16261,7231,8131,7231,8131,,,23,11.064,4.233,10.222,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27835,-108.32567,51.25729,-109.32402,50.86724,-106.65369,49.66819,-109.95715,49.29114,-107.37065,LE70380252013088EDC00,LE70380252013088EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252013088EDC00
LE70370252013065EDC00,BUMPER,EDC,DAY, 037, 025,2013/03/06,2013:065:17:55:09.3591874,2013:065:17:55:36.1130625, 9, 9,  56.10,  62.51,  38.46,  66.43,  57.00,31.51439857,155.60540771,50°16'39.36"N,106°46'59.63"W,51°15'29.09"N,107°46'48.36"W,50°52'05.16"N,105°06'41.18"W,49°40'07.79"N,108°24'43.70"W,49°17'29.98"N,105°49'38.35"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-7.572598,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25980   (51°15'35.28"N),-108.63640  (108°38'11.04"W), 51.31630   (51°18'58.68"N),-105.03300  (105°01'58.80"W), 49.23744   (49°14'14.78"N),-108.48548   (108°29'07.73"W), 49.29004   (49°17'24.14"N),-105.03163   (105°01'53.87"W),15021,16761,7511,8381,7511,8381,,,16,5.591,3.094,4.657,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.2776,-106.78323,51.25808,-107.7801,50.8681,-105.11144,49.66883,-108.41214,49.29166,-105.82732,LE70370252013065EDC00,LE70370252013065EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252013065EDC00
