Landsat Scene Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,Date Acquired,Start Time,Stop Time,Image Quality VCID 1,Image Quality VCID 2,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Full Aperture Calibration,Gain Band 1,Gain Band 2,Gain Band 3,Gain Band 4,Gain Band 5,Gain Band 6 VCID 1,Gain Band 6 VCID 2,Gain Band 7,Gain Band 8,Browse Exists,Data Category,Gap Phase Source,Gap Phase Statistic,Gain Change Band 1,Gain Change Band 2,Gain Change Band 3,Gain Change Band 4,Gain Change Band 5,Gain Change Band 6 VCID 1,Gain Change Band 6 VCID 2,Gain Change Band 7,Gain Change Band 8,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Date Acquired Gap Fill,Gap Fill,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Map Projection L1,Datum,Ellipsoid,UTM Zone,Vertical Longitude from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scan Gap Interpolation,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LE70210272011220EDC00,BUMPER,EDC,DAY, 021, 027,2011/08/08,2011:220:16:14:20.0979374,2011:220:16:14:46.8518749, 9, 9,  22.03,  30.55,  23.82,   9.71,  24.05,54.20306778,144.00172424,47°26'48.48"N,83°12'26.06"W,48°25'03.90"N,84°09'44.96"W,48°02'59.14"N,81°38'19.93"W,46°49'26.47"N,84°44'26.12"W,46°28'01.42"N,82°17'22.38"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-9.651118,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41522   (48°24'54.79"N), -84.95199  (84°57'07.16"W), 48.48169   (48°28'54.08"N), -81.57511  (81°34'30.40"W), 46.40875   (46°24'31.50"N), -84.80445   (84°48'16.02"W), 46.47073   (46°28'14.63"N), -81.55358   (81°33'12.89"W),14901,16661,7451,8331,7451,8331,,,110,4.277,2.947,3.099,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4468,-83.20724,48.41775,-84.16249,48.04976,-81.63887,46.82402,-84.74059,46.46706,-82.28955,LE70210272011220EDC00,LE70210272011220EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272011220EDC00
LE70220272011211EDC00,BUMPER,EDC,DAY, 022, 027,2011/07/30,2011:211:16:20:34.2097500,2011:211:16:21:00.9636875, 9, 9,   0.23,   0.47,   0.06,   0.24,   0.14,56.27212906,141.93998718,47°26'47.76"N,84°45'24.91"W,48°25'02.46"N,85°42'42.44"W,48°02'57.91"N,83°11'20.44"W,46°49'25.57"N,86°17'25.08"W,46°28'00.88"N,83°50'24.22"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,1.854862,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44353   (48°26'36.71"N), -86.35365  (86°21'13.14"W), 48.37854   (48°22'42.74"N), -83.08057  (83°04'50.05"W), 46.50277   (46°30'09.97"N), -86.37702   (86°22'37.27"W), 46.44202   (46°26'31.27"N), -83.22188   (83°13'18.77"W),14381,16161,7191,8081,7191,8081,,,213,4.086,2.317,3.365,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4466,-84.75692,48.41735,-85.71179,48.04942,-83.18901,46.82377,-86.2903,46.46691,-83.84006,LE70220272011211EDC00,LE70220272011211EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272011211EDC00
LE70210272011204EDC00,BUMPER,EDC,DAY, 021, 027,2011/07/23,2011:204:16:14:25.1903749,2011:204:16:14:51.9443124, 9, 9,  25.26,  25.77,  50.92,  12.81,  11.53,57.66950607,140.63607788,47°26'47.54"N,83°12'51.98"W,48°24'57.46"N,84°10'09.44"W,48°02'53.30"N,81°38'49.45"W,46°49'19.31"N,84°44'51.83"W,46°27'54.76"N,82°17'53.12"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,10.038755,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41494   (48°24'53.78"N), -84.96008  (84°57'36.29"W), 48.48165   (48°28'53.94"N), -81.58323  (81°34'59.63"W), 46.40579   (46°24'20.84"N), -84.81205   (84°48'43.38"W), 46.46799   (46°28'04.76"N), -81.56137   (81°33'40.93"W),14921,16661,7461,8331,7461,8331,,,170,4.402,3.104,3.121,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44654,-83.21444,48.41596,-84.16929,48.04814,-81.64707,46.82203,-84.74773,46.46521,-82.29809,LE70210272011204EDC00,LE70210272011204EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272011204EDC00
LE70220272011195EDC00,BUMPER,EDC,DAY, 022, 027,2011/07/14,2011:195:16:20:37.3613125,2011:195:16:21:04.1153124, 9, 9,  18.95,   0.50,  26.13,  36.46,  12.72,59.16407394,139.4597168,47°26'47.04"N,84°45'28.76"W,48°25'03.36"N,85°42'43.34"W,48°02'59.28"N,83°11'24.04"W,46°49'24.31"N,86°17'27.17"W,46°27'59.51"N,83°50'29.36"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-15.550634,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44090   (48°26'27.24"N), -86.36585  (86°21'57.06"W), 48.37640   (48°22'35.04"N), -83.09695  (83°05'49.02"W), 46.50824   (46°30'29.66"N), -86.38869   (86°23'19.28"W), 46.44793   (46°26'52.55"N), -83.23710   (83°14'13.56"W),14321,16141,7161,8071,7161,8071,,,120,4.391,2.83,3.357,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4464,-84.75799,48.4176,-85.71204,48.0498,-83.19001,46.82342,-86.29088,46.46653,-83.84149,LE70220272011195EDC00,LE70220272011195EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272011195EDC00
LE70210272011188EDC00,BUMPER,EDC,DAY, 021, 027,2011/07/07,2011:188:16:14:26.8178124,2011:188:16:14:53.5717500, 9, 9,  17.40,  32.90,  35.29,   0.58,   0.83,60.06976318,138.98284912,47°26'47.51"N,83°12'38.23"W,48°25'05.95"N,84°09'52.34"W,48°03'01.84"N,81°38'32.75"W,46°49'26.36"N,84°44'36.02"W,46°28'01.70"N,82°17'38.00"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-12.114619,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41777   (48°25'03.97"N), -84.95625  (84°57'22.50"W), 48.48439   (48°29'03.80"N), -81.57515  (81°34'30.54"W), 46.40862   (46°24'31.03"N), -84.80834   (84°48'30.02"W), 46.47073   (46°28'14.63"N), -81.55358   (81°33'12.89"W),14921,16681,7461,8341,7461,8341,,,159,4.181,3.096,2.81,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44653,-83.21062,48.41832,-84.16454,48.05051,-81.64243,46.82399,-84.74334,46.46714,-82.29389,LE70210272011188EDC00,LE70210272011188EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272011188EDC00
LE70210272011172EDC00,BUMPER,EDC,DAY, 021, 027,2011/06/21,2011:172:16:14:28.8229999,2011:172:16:14:55.5770000, 9, 9,  72.97,  35.06,  65.67,  95.16,  95.98,61.17830658,139.42681885,47°26'47.26"N,83°12'37.30"W,48°25'07.14"N,84°09'53.71"W,48°03'02.34"N,81°38'30.84"W,46°49'30.50"N,84°44'37.39"W,46°28'05.20"N,82°17'36.17"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,7.539091,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.42088   (48°25'15.17"N), -84.94432  (84°56'39.55"W), 48.48713   (48°29'13.67"N), -81.56706  (81°34'01.42"W), 46.40362   (46°24'13.03"N), -84.79628   (84°47'46.61"W), 46.46537   (46°27'55.33"N), -81.54571   (81°32'44.56"W),14981,16661,7491,8331,7491,8331,,,69,4.2,2.844,3.09,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44646,-83.21036,48.41865,-84.16492,48.05065,-81.6419,46.82514,-84.74372,46.46811,-82.29338,LE70210272011172EDC00,LE70210272011172EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272011172EDC00
LE70220272011163EDC00,BUMPER,EDC,DAY, 022, 027,2011/06/12,2011:163:16:20:41.7085000,2011:163:16:21:08.4624375, 9, 9,  25.45,  18.96,  47.89,   5.45,  29.51,61.14126205,140.50866699,47°26'45.89"N,84°45'35.86"W,48°25'06.74"N,85°42'53.17"W,48°03'01.15"N,83°11'27.53"W,46°49'27.91"N,86°17'35.12"W,46°28'01.96"N,83°50'31.27"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-12.811646,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44362   (48°26'37.03"N), -86.36987  (86°22'11.53"W), 48.37909   (48°22'44.72"N), -83.09674  (83°05'48.26"W), 46.50826   (46°30'29.74"N), -86.39260   (86°23'33.36"W), 46.44793   (46°26'52.55"N), -83.23710   (83°14'13.56"W),14341,16161,7171,8081,7171,8081,,,77,4.405,2.54,3.599,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44608,-84.75996,48.41854,-85.71477,48.05032,-83.19098,46.82442,-86.29309,46.46721,-83.84202,LE70220272011163EDC00,LE70220272011163EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272011163EDC00
LE70210272011156EDC00,BUMPER,EDC,DAY, 021, 027,2011/06/05,2011:156:16:14:31.6136250,2011:156:16:14:58.3674999, 9, 9,  25.81,  42.99,  54.95,   0.44,   4.85,60.75233459,141.64421082,47°26'47.47"N,83°12'59.83"W,48°25'02.86"N,84°10'17.51"W,48°02'57.44"N,81°38'49.63"W,46°49'25.68"N,84°44'59.86"W,46°27'59.62"N,82°17'53.84"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,2.019189,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41791   (48°25'04.48"N), -84.95220  (84°57'07.92"W), 48.48441   (48°29'03.88"N), -81.57109  (81°34'15.92"W), 46.40067   (46°24'02.41"N), -84.80388   (84°48'13.97"W), 46.46265   (46°27'45.54"N), -81.54959   (81°32'58.52"W),14981,16681,7491,8341,7491,8341,,,118,4.448,3.065,3.224,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44652,-83.21662,48.41746,-84.17153,48.04929,-81.64712,46.8238,-84.74996,46.46656,-82.29829,LE70210272011156EDC00,LE70210272011156EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272011156EDC00
LE70210272011140EDC00,BUMPER,EDC,DAY, 021, 027,2011/05/20,2011:140:16:14:29.3039375,2011:140:16:14:56.0578750, 9, 9,  36.63,  16.82,  52.13,  25.32,  52.26,58.65336609,144.66244507,47°26'46.57"N,83°12'08.28"W,48°25'09.19"N,84°09'26.17"W,48°03'03.06"N,81°37'54.73"W,46°49'31.44"N,84°44'09.78"W,46°28'04.55"N,82°17'00.20"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,12.40858,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41847   (48°25'06.49"N), -84.93602  (84°56'09.67"W), 48.48449   (48°29'04.16"N), -81.55485  (81°33'17.46"W), 46.40118   (46°24'04.25"N), -84.78831   (84°47'17.92"W), 46.46272   (46°27'45.79"N), -81.53396   (81°32'02.26"W),14981,16681,7491,8341,7491,8341,,,113,4.488,3.334,3.005,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44627,-83.2023,48.41922,-84.15727,48.05085,-81.63187,46.8254,-84.73605,46.46793,-82.28339,LE70210272011140EDC00,LE70210272011140EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272011140EDC00
LE70220272011131EDC00,BUMPER,EDC,DAY, 022, 027,2011/05/11,2011:131:16:20:41.2913124,2011:131:16:21:08.0452500, 9, 9,  92.11,  86.47,  88.69,  93.38,  99.88,56.75677872,146.31181335,47°26'46.10"N,84°45'00.43"W,48°25'07.86"N,85°42'17.53"W,48°03'01.33"N,83°10'46.78"W,46°49'32.34"N,86°17'01.43"W,46°28'05.63"N,83°49'52.14"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,12.741693,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44620   (48°26'46.32"N), -86.34956  (86°20'58.42"W), 48.38095   (48°22'51.42"N), -83.07228  (83°04'20.21"W), 46.50545   (46°30'19.62"N), -86.37308   (86°22'23.09"W), 46.44446   (46°26'40.06"N), -83.21390   (83°12'50.04"W),14381,16181,7191,8091,7191,8091,,,46,6.565,3.47,5.573,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44614,-84.75012,48.41885,-85.70487,48.05037,-83.17966,46.82565,-86.28373,46.46823,-83.83115,LE70220272011131EDC00,LE70220272011131EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272011131EDC00
LE70210272011124EDC00,BUMPER,EDC,DAY, 021, 027,2011/05/04,2011:124:16:14:31.9469374,2011:124:16:14:58.7008750, 9, 9,  22.01,  11.03,  13.93,  38.62,  24.48,54.95561218,147.46864319,47°26'46.32"N,83°12'34.56"W,48°25'02.03"N,84°09'56.52"W,48°02'56.00"N,81°38'26.52"W,46°49'25.61"N,84°44'37.10"W,46°27'58.93"N,82°17'28.75"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,3.765537,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41819   (48°25'05.48"N), -84.94411  (84°56'38.80"W), 48.48445   (48°29'04.02"N), -81.56297  (81°33'46.69"W), 46.40093   (46°24'03.35"N), -84.79610   (84°47'45.96"W), 46.46269   (46°27'45.68"N), -81.54178   (81°32'30.41"W),14981,16681,7491,8341,7491,8341,,,132,4.222,2.905,3.064,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4462,-83.2096,48.41723,-84.1657,48.04889,-81.6407,46.82378,-84.74364,46.46637,-82.29132,LE70210272011124EDC00,LE70210272011124EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272011124EDC00
LE70220272011115EDC00,BUMPER,EDC,DAY, 022, 027,2011/04/25,2011:115:16:20:42.5333125,2011:115:16:21:09.2872500, 9, 9,   2.93,  10.40,   0.75,   0.28,   0.29,52.27622223,148.74832153,47°26'45.06"N,84°45'09.14"W,48°24'57.71"N,85°42'28.01"W,48°02'51.65"N,83°11'00.06"W,46°49'19.74"N,86°17'13.42"W,46°27'53.24"N,83°50'06.94"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,13.148464,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44087   (48°26'27.13"N), -86.36180  (86°21'42.48"W), 48.37612   (48°22'34.03"N), -83.08886  (83°05'19.90"W), 46.50552   (46°30'19.87"N), -86.38481   (86°23'05.32"W), 46.44498   (46°26'41.93"N), -83.22949   (83°13'46.16"W),14341,16161,7171,8081,7171,8081,,,152,4.765,3.416,3.322,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44585,-84.75254,48.41603,-85.70778,48.04768,-83.18335,46.82215,-86.28706,46.46479,-83.83526,LE70220272011115EDC00,LE70220272011115EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272011115EDC00
LE70220272011099EDC00,BUMPER,EDC,DAY, 022, 027,2011/04/09,2011:099:16:20:43.5319999,2011:099:16:21:10.2859375, 9, 9,  43.17,  31.81,  27.87,  49.08,  63.90,46.70757675,150.48051453,47°26'44.20"N,84°45'24.98"W,48°24'55.98"N,85°42'42.52"W,48°02'50.46"N,83°11'19.82"W,46°49'18.52"N,86°17'25.15"W,46°27'52.78"N,83°50'23.71"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,11.137082,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44090   (48°26'27.24"N), -86.36585  (86°21'57.06"W), 48.37626   (48°22'34.54"N), -83.09290  (83°05'34.44"W), 46.50554   (46°30'19.94"N), -86.38872   (86°23'19.39"W), 46.44510   (46°26'42.36"N), -83.23338   (83°14'00.17"W),14341,16161,7171,8081,7171,8081,,,76,5.381,3.437,4.14,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44561,-84.75694,48.41555,-85.71181,48.04735,-83.18884,46.82181,-86.29032,46.46466,-83.83992,LE70220272011099EDC00,LE70220272011099EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272011099EDC00
LE70210272011092EDC00,BUMPER,EDC,DAY, 021, 027,2011/04/02,2011:092:16:14:32.3459374,2011:092:16:14:59.0998125, 9, 9,   1.74,   2.31,   0.46,   2.42,   1.75,44.04279709,151.07507324,47°26'43.33"N,83°12'36.40"W,48°25'04.40"N,84°09'50.29"W,48°02'58.78"N,81°38'28.93"W,46°49'25.00"N,84°44'33.36"W,46°27'58.86"N,82°17'33.36"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,1.830271,HH,HH,HH,HL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41819   (48°25'05.48"N), -84.94411  (84°56'38.80"W), 48.48445   (48°29'04.02"N), -81.56297  (81°33'46.69"W), 46.40093   (46°24'03.35"N), -84.79610   (84°47'45.96"W), 46.46269   (46°27'45.68"N), -81.54178   (81°32'30.41"W),14981,16681,7491,8341,7491,8341,,,119,4.777,3.313,3.441,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44537,-83.21011,48.41789,-84.16397,48.04966,-81.64137,46.82361,-84.7426,46.46635,-82.2926,LE70210272011092EDC00,LE70210272011092EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272011092EDC00
LE70220272011083EDC00,BUMPER,EDC,DAY, 022, 027,2011/03/24,2011:083:16:20:40.1428749,2011:083:16:21:06.8967499, 9, 9,  21.35,  23.87,  49.76,   9.91,   1.86,40.50637436,151.7519989,47°26'42.97"N,84°44'45.56"W,48°25'03.43"N,85°41'58.02"W,48°02'58.02"N,83°10'37.74"W,46°49'24.78"N,86°16'41.41"W,46°27'59.22"N,83°49'42.46"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-11.078851,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44083   (48°26'26.99"N), -86.35368  (86°21'13.25"W), 48.37598   (48°22'33.53"N), -83.08482  (83°05'05.35"W), 46.50817   (46°30'29.41"N), -86.37696   (86°22'37.06"W), 46.44754   (46°26'51.14"N), -83.22540   (83°13'31.44"W),14321,16141,7161,8071,7161,8071,,,131,4.933,2.987,3.926,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44527,-84.74599,48.41762,-85.69945,48.04945,-83.17715,46.82355,-86.27817,46.46645,-83.82846,LE70220272011083EDC00,LE70220272011083EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272011083EDC00
LE70220272011067EDC00,BUMPER,EDC,DAY, 022, 027,2011/03/08,2011:067:16:20:39.5235625,2011:067:16:21:06.2776249, 9, 9,  93.86,  93.90,  92.64,  95.34,  93.58,34.16517258,152.91072083,47°26'42.58"N,84°44'55.90"W,48°24'57.60"N,85°42'10.66"W,48°02'51.72"N,83°10'50.41"W,46°49'19.56"N,86°16'56.28"W,46°27'52.99"N,83°49'57.58"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,15.431235,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44085   (48°26'27.06"N), -86.35774  (86°21'27.86"W), 48.37598   (48°22'33.53"N), -83.08482  (83°05'05.35"W), 46.50549   (46°30'19.76"N), -86.38090   (86°22'51.24"W), 46.44485   (46°26'41.46"N), -83.22559   (83°13'32.12"W),14341,16161,7171,8081,7171,8081,,,16,4.899,2.847,3.987,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44516,-84.74886,48.416,-85.70296,48.0477,-83.18067,46.8221,-86.2823,46.46472,-83.83266,LE70220272011067EDC00,LE70220272011067EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272011067EDC00
LE70210272011060EDC00,BUMPER,EDC,DAY, 021, 027,2011/03/01,2011:060:16:14:27.0338125,2011:060:16:14:53.7877500, 9, 9,  22.07,  54.55,  31.86,   0.79,   1.07,31.4763546,153.46154785,47°26'40.02"N,83°11'57.30"W,48°24'51.16"N,84°09'14.26"W,48°02'44.52"N,81°37'52.90"W,46°49'13.58"N,84°43'58.04"W,46°27'46.69"N,82°16'58.12"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,11.730466,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41280   (48°24'46.08"N), -84.94369  (84°56'37.28"W), 48.47903   (48°28'44.51"N), -81.56697  (81°34'01.09"W), 46.40362   (46°24'13.03"N), -84.79628   (84°47'46.61"W), 46.46537   (46°27'55.33"N), -81.54571   (81°32'44.56"W),14921,16661,7461,8331,7461,8331,,,162,4.068,2.665,3.073,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44445,-83.19925,48.41421,-84.15396,48.0457,-81.63136,46.82044,-84.73279,46.46297,-82.28281,LE70210272011060EDC00,LE70210272011060EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272011060EDC00
LE70220272010336EDC00,BUMPER,EDC,DAY, 022, 027,2010/12/02,2010:336:16:20:01.3734999,2010:336:16:20:28.1274374, 9, 9,  60.43,  59.17,  24.26,  74.83,  83.48,18.87381363,163.30075073,47°26'31.31"N,84°43'54.80"W,48°24'54.76"N,85°41'07.19"W,48°02'45.64"N,83°09'47.02"W,46°49'18.84"N,86°15'51.37"W,46°27'49.32"N,83°48'52.34"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,-9.282708,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44074   (48°26'26.66"N), -86.33746  (86°20'14.86"W), 48.37543   (48°22'31.55"N), -83.06865  (83°04'07.14"W), 46.50539   (46°30'19.40"N), -86.36135   (86°21'40.86"W), 46.44433   (46°26'39.59"N), -83.21000   (83°12'36.00"W),14341,16141,7171,8071,7171,8071,,,27,6.446,4.01,5.047,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44203,-84.73189,48.41521,-85.68533,48.04601,-83.16306,46.8219,-86.26427,46.4637,-83.81454,LE70220272010336EDC00,LE70220272010336EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272010336EDC00
LE70220272010320EDC00,BUMPER,EDC,DAY, 022, 027,2010/11/16,2010:320:16:19:50.8515000,2010:320:16:20:17.6053750, 9, 9,  84.79,  99.09,  98.61,  79.47,  61.99,22.2015667,163.70274353,47°26'30.66"N,84°43'46.06"W,48°24'53.17"N,85°40'54.23"W,48°02'43.91"N,83°09'34.38"W,46°49'14.59"N,86°15'44.03"W,46°27'45.18"N,83°48'45.50"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,-10.628261,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44074   (48°26'26.66"N), -86.33746  (86°20'14.86"W), 48.37529   (48°22'31.04"N), -83.06461  (83°03'52.60"W), 46.50539   (46°30'19.40"N), -86.36135   (86°21'40.86"W), 46.44420   (46°26'39.12"N), -83.20610   (83°12'21.96"W),14341,16161,7171,8081,7171,8081,,,11,4.288,3.37,2.651,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44185,-84.72946,48.41477,-85.68173,48.04553,-83.15955,46.82072,-86.26223,46.46255,-83.81264,LE70220272010320EDC00,LE70220272010320EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272010320EDC00
LE70210272010313EDC00,BUMPER,EDC,DAY, 021, 027,2010/11/09,2010:313:16:13:34.2081874,2010:313:16:14:00.9621249, 9, 9,   0.28,   0.00,   0.00,   0.45,   0.66,24.07114792,163.52035522,47°26'30.08"N,83°10'44.98"W,48°24'47.38"N,84°07'57.25"W,48°02'37.90"N,81°36'36.58"W,46°49'10.34"N,84°42'45.54"W,46°27'40.72"N,82°15'46.19"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,-13.943313,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41080   (48°24'38.88"N), -84.92326  (84°55'23.74"W), 48.47643   (48°28'35.15"N), -81.54664  (81°32'47.90"W), 46.40157   (46°24'05.65"N), -84.77663   (84°46'35.87"W), 46.46276   (46°27'45.94"N), -81.52615   (81°31'34.14"W),14921,16661,7461,8331,7461,8331,,,221,4.702,3.287,3.362,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44169,-83.17916,48.41316,-84.13257,48.04386,-81.61016,46.81954,-84.71265,46.46131,-82.26283,LE70210272010313EDC00,LE70210272010313EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272010313EDC00
